,id,title,category,brand,modelno,price,query,category_predict,brand_predict
937,937,the joy factory abd106 rainballet waterproof case for iphone 4 - 1 pack - retail packaging - smoke,cases,the joy factory,abd106,42.48,"{'title': 'the joy factory abd106 rainballet waterproof case for iphone 4 - 1 pack - retail packaging - smoke', 'category': 'cases', 'brand': 'the joy factory', 'modelno': 'abd106', 'price': 42.48}","['cases', 'covers skins', 'skins', 'housings', 'electronics']","['24/7 cases', 'the joy factory', 'sakar', 'accessory power', 'case']"
954,954,iomega prestige 500 gb usb 2.0 portable external hard drive 34808,external hard drives,iomega,34808,107.96,"{'title': 'iomega prestige 500 gb usb 2.0 portable external hard drive 34808', 'category': 'external hard drives', 'brand': 'iomega', 'modelno': '34808', 'price': 107.96}","['network attached storage', 'external hard drives', 'digital media devices', 'external data storage', 'computers accessories']","['iomega', 'griffin technology', 'pinnacle systems', 'imation', 'i/omagic']"
955,955,iomega minimax firewire 800 usb 2.0 1tb desktop external hard drive 34937 white,computers accessories,iomega,34937,99.98,"{'title': 'iomega minimax firewire 800 usb 2.0 1tb desktop external hard drive 34937 white', 'category': 'computers accessories', 'brand': 'iomega', 'modelno': '34937', 'price': 99.98}","['desktops', 'computers accessories', 'external data storage', 'network attached storage', 'external hard drives']","['smith micro inc', 'iomega', 'imation', 'raidmax', 'i/omagic']"
959,959,iomega 34440 esata firewire 800 firewire 400 usb 2.0 2tb ultramax plus hard drive,computers accessories,iomega,34440,179.98,"{'title': 'iomega 34440 esata firewire 800 firewire 400 usb 2.0 2tb ultramax plus hard drive', 'category': 'computers accessories', 'brand': 'iomega', 'modelno': '34440', 'price': 179.98}","['network cards', 'external hard drives', 'external data storage', 'network attached storage', 'computers accessories']","['imation', 'raidmax', 'edge', 'iomega', 'micronet']"
962,962,iogear ghdc1402p high speed hdmi cable with ethernet supporting 3d and audio return 6.5 feet black grey,hdmi cables,,ghdc1402p,7.95,"{'title': 'iogear ghdc1402p high speed hdmi cable with ethernet supporting 3d and audio return 6.5 feet black grey', 'category': 'hdmi cables', 'modelno': 'ghdc1402p', 'price': 7.95}","['audio cables', 'component video', 'parallel cables', 'hdmi cables', 'networking products']","['iogear', 'iomega', 'mpi', 'sharp', 'ld']"
968,968,intel lga1366 intel x58 ddr3 crossfirex sli sata3 usb3 .0 a gbe atx motherboard retail boxdx58og,cpu processors,intel,boxdx58og,199.99,"{'title': 'intel lga1366 intel x58 ddr3 crossfirex sli sata3 usb3 .0 a gbe atx motherboard retail boxdx58og', 'category': 'cpu processors', 'brand': 'intel', 'modelno': 'boxdx58og', 'price': 199.99}","['graphics cards', 'motherboards', 'cpu processors', 'desktops', 'computer components']","['sharp', 'intel', 'xfx', 'mushkin', 'crucial']"
970,970,innovera 7 outlet surge suppressor w tel protect 1250 joules 6ft cord ivory,surge protectors,innovera,,7.95,"{'title': 'innovera 7 outlet surge suppressor w tel protect 1250 joules 6ft cord ivory', 'category': 'surge protectors', 'brand': 'innovera', 'price': 7.95}","['outlets', 'power converters', 'chargers adapters', 'power strips', 'surge protectors']","['portacell', 'xantrex', 'aleratec', 'innovelis', 'innovera']"
984,984,imation 4 gb usb 2.0 pocket flash drive,usb flash drives,imation,26194,7.99,"{'title': 'imation 4 gb usb 2.0 pocket flash drive', 'category': 'usb flash drives', 'brand': 'imation', 'modelno': '26194', 'price': 7.99}","['portable audio video', 'usb flash drives', 'car audio video', 'external data storage', 'external floppy drives']","['imation', 'memorex', 'action', 'maxram', 'memtek']"
997,997,maxell hs-4 120s 4 8gb cartridge 4mm f hs - 4 120s helical scan,data cartridges,maxell,200110,9.11,"{'title': 'maxell hs-4 120s 4 8gb cartridge 4mm f hs - 4 120s helical scan', 'category': 'data cartridges', 'brand': 'maxell', 'modelno': '200110', 'price': 9.11}","['tape decks', 'data cartridges', 'bd-r discs', 'external tape drives', 'blank media']","['lexar', 'maxell', 'brainytrade', 'memtek', 'imation']"
1002,1002,igo bn00279-0001 dual usb auto charger for ipod and iphone,,igo,bn00279-0001,8.0,"{'title': 'igo bn00279-0001 dual usb auto charger for ipod and iphone', 'brand': 'igo', 'modelno': 'bn00279-0001', 'price': 8.0}","['chargers adapters', 'chargers', 'mp3 player accessories', 'mp3 players accessories', 'car chargers']","['isound', 'accessory genie', 'accessory power', 'one for all', 'igo']"
1020,1020,human toolz sound budz xs in-ear sound isolating headphones bundle pink,headphones,,xfi200p,17.99,"{'title': 'human toolz sound budz xs in-ear sound isolating headphones bundle pink', 'category': 'headphones', 'modelno': 'xfi200p', 'price': 17.99}","['headphones', 'equalizers', 'earpads', 'headphone accessories', 'mice']","['lifeworks', 'neewer', 'human toolz', 'vaultz', 'humantoolz']"
1033,1033,hp laserjet ce505x black print cartridge,laser printer toner,hp,ce505x,,"{'title': 'hp laserjet ce505x black print cartridge', 'category': 'laser printer toner', 'brand': 'hp', 'modelno': 'ce505x'}","['laser printer toner', 'printer ink toner', 'laser printers', 'computer accessories', 'inkjet printer ink']","['unknown', 'compatible', 'ocinkjet', '4inkjets', 'hp']"
1035,1035,hp laserjet 49a black print cartridge in retail packaging,laser printer toner,hp,q5949a,,"{'title': 'hp laserjet 49a black print cartridge in retail packaging', 'category': 'laser printer toner', 'brand': 'hp', 'modelno': 'q5949a'}","['laser printers', 'printer ink toner', 'laser printer toner', 'computer accessories', 'inkjet printer ink']","['hp', 'compatible', 'ocinkjet', 'hewlett packard office', 'unknown']"
1039,1039,hp laserjet 642a yellow cartridge in retail packaging cb402a,laser printer toner,hp,cb402a,207.96,"{'title': 'hp laserjet 642a yellow cartridge in retail packaging cb402a', 'category': 'laser printer toner', 'brand': 'hp', 'modelno': 'cb402a', 'price': 207.96}","['printer ink toner', 'computer accessories', 'laser printers', 'laser printer toner', 'inkjet printer ink']","['pitney bowes', 'hp', 'compatible', 'hewlett packard office', 'lexmark']"
1065,1065,hi-capacity camcorder battery for sony ccd-tr105,camcorder batteries,battery-biz,b-9741-az36082,22.95,"{'title': 'hi-capacity camcorder battery for sony ccd-tr105', 'category': 'camcorder batteries', 'brand': 'battery-biz', 'modelno': 'b-9741-az36082', 'price': 22.95}","['ac adapters', 'camcorder batteries', 'batteries', 'camera batteries', 'adapters']","['ereplacements', 'duracell', 'battery1inc', 'hi-capacity', 'battery-biz']"
1082,1082,headrest ipad car mnt turns into rear seat entertainment sys,touch screen tablet accessories,siig,ce-mt0e12-s1,23.58,"{'title': 'headrest ipad car mnt turns into rear seat entertainment sys', 'category': 'touch screen tablet accessories', 'brand': 'siig', 'modelno': 'ce-mt0e12-s1', 'price': 23.58}","['car audio video', 'car chargers', 'touch screen tablet accessories', 'audio car mounts', 'headrest video']","['siig', 'amp', 'seh', 'certance', 'adesso']"
1087,1087,griffin technology wavestand for ipad,touch screen tablet accessories,griffin technology,gc16043,11.78,"{'title': 'griffin technology wavestand for ipad', 'category': 'touch screen tablet accessories', 'brand': 'griffin technology', 'modelno': 'gc16043', 'price': 11.78}","['audio car mounts', 'mp3 player accessories', 'touch screen tablet accessories', 'touch pads', 'portable audio video']","['oriongadgets', 'motion systems', 'griffin technology', 'arkon', 'handstands']"
1093,1093,griffin iclear armband case with clip for ipod nano 5g black clear,cases,griffin technology,gb01327,5.49,"{'title': 'griffin iclear armband case with clip for ipod nano 5g black clear', 'category': 'cases', 'brand': 'griffin technology', 'modelno': 'gb01327', 'price': 5.49}","['portable audio video', 'cases', 'mp3 players accessories', 'armbands', 'mp3 player accessories']","['unknown', 'griffin technology', 'jwin', 'klear screen', 'case']"
1097,1097,griffin aerosport armband case for ipod touch 2g 3g black,cases,griffin technology,8238-itaerob,2.99,"{'title': 'griffin aerosport armband case for ipod touch 2g 3g black', 'category': 'cases', 'brand': 'griffin technology', 'modelno': '8238-itaerob', 'price': 2.99}","['laptop netbook computer accessories', 'cases', 'armbands', 'housings', 'mp3 player accessories']","['jabra', 'jwin', 'ifrogz', 'griffin technology', 'case']"
1099,1099,green onions supply anti-glare screen protector for iphone 3g 3g s - 2 pieces per pack transparent,,green,rt-spip3g02,10.89,"{'title': 'green onions supply anti-glare screen protector for iphone 3g 3g s - 2 pieces per pack transparent', 'brand': 'green', 'modelno': 'rt-spip3g02', 'price': 10.89}","['screen protectors', 'cases', 'covers skins', 'faceplates', 'screen protector foils']","['iphone', 'green', 'otter', 'case', 'three']"
1104,1104,gep48560 - angel soft ps ultra premium facial tissue,audio video accessories,georgia pacific,,58.14,"{'title': 'gep48560 - angel soft ps ultra premium facial tissue', 'category': 'audio video accessories', 'brand': 'georgia pacific', 'price': 58.14}","['a', 'bundles', 'c', 'audio video accessories', 'gift cards']","['georgia pacific', 'pg', 'genuine joe', 'global marketing partners', 'general brand']"
1125,1125,garmin automotive navigation kit for garmin vista c and legend c north america 010-10564-00,gps mapping software,garmin,010-10564-00,116.49,"{'title': 'garmin automotive navigation kit for garmin vista c and legend c north america 010-10564-00', 'category': 'gps mapping software', 'brand': 'garmin', 'modelno': '010-10564-00', 'price': 116.49}","['gps mapping software', 'in-dash navigation', 'handheld gps', 'vehicle gps', 'geography']","['geographics', 'navgear', 'garmin', 'tomtom', 'navigator']"
1132,1132,fujifilm finepix f550exr 16 mp cmos digital camera with fujinon 15x super wide angle zoom lens and gps geo-tagging function,point shoot digital cameras,fuji,16113196,,"{'title': 'fujifilm finepix f550exr 16 mp cmos digital camera with fujinon 15x super wide angle zoom lens and gps geo-tagging function', 'category': 'point shoot digital cameras', 'brand': 'fuji', 'modelno': '16113196'}","['film', 'digital slr cameras', 'point shoot digital cameras', 'digital cameras', 'film cameras']","['canon', 'fuji', 'kodak', 'fujitsu', 'digital']"
1147,1147,fashion place double backpack 14.1-inch,bags cases,sumdex,pon-494gv,22.49,"{'title': 'fashion place double backpack 14.1-inch', 'category': 'bags cases', 'brand': 'sumdex', 'modelno': 'pon-494gv', 'price': 22.49}","['laptop netbook computer accessories', 'audio video accessories', 'bags cases', 'bundles', 'armbands']","['ppnbb', 'dicota', 'sumdex', 'samsill', 'kroo']"
1166,1166,epson yellow ink cartridge t060420,inkjet printer ink,epson,t060420,11.88,"{'title': 'epson yellow ink cartridge t060420', 'category': 'inkjet printer ink', 'brand': 'epson', 'modelno': 't060420', 'price': 11.88}","['laser printer toner', 'inkjet printer ink', 'inkjet printers', 'printer ink toner', 'printer photoconductors']","['lexmark', 'unknown', 'ocinkjet', 'epson', 'compatible']"
1186,1186,epson perfection v300 photo color scanner black,scanners,epson,b11b193081,,"{'title': 'epson perfection v300 photo color scanner black', 'category': 'scanners', 'brand': 'epson', 'modelno': 'b11b193081'}","['all-in-one printers', 'photo editing', 'computer accessories', 'scanner accessories', 'scanners']","['visioneer', 'ocinkjet', 'infoprint solutions', 'epson', 'unknown']"
1217,1217,ecko unltd eku-blt-wht bolt inner ear earphones white,headphones,marc ecko,eku-blt-wht,12.92,"{'title': 'ecko unltd eku-blt-wht bolt inner ear earphones white', 'category': 'headphones', 'brand': 'marc ecko', 'modelno': 'eku-blt-wht', 'price': 12.92}","['armbands', 'audio video accessories', 'headphones', 'car audio video', 'accessories supplies']","['jvc', 'qdos', 'koss', 'marc ecko', 'tdk']"
1218,1218,e260a21a toner 3500 page-yield black,inkjet printer ink,lexmark,,160.71,"{'title': 'e260a21a toner 3500 page-yield black', 'category': 'inkjet printer ink', 'brand': 'lexmark', 'price': 160.71}","['inkjet printer ink', 'typewriters', 'printer ink toner', 'computer accessories', 'laser printer toner']","['ocinkjet', 'oki data', 'lexmark', 'lenovo', 'hp']"
1223,1223,dxg usa dxg-535vw hd 8.0 megapixel riviera 720p hd camcorder white,camcorders,,dxg-535vw hd,89.99,"{'title': 'dxg usa dxg-535vw hd 8.0 megapixel riviera 720p hd camcorder white', 'category': 'camcorders', 'modelno': 'dxg-535vw hd', 'price': 89.99}","['car video', 'analog-to-digital dtv converters', 'camcorders', 'hdtv antennas', 'component video']","['nxg technology', 'epg', 'general electric', 'xtg technology', 'dxg']"
1231,1231,dual usb wall auto charger-ipod iphone-includes igo tip a133,mp3 player accessories,igo,bn00281-0001,22.94,"{'title': 'dual usb wall auto charger-ipod iphone-includes igo tip a133', 'category': 'mp3 player accessories', 'brand': 'igo', 'modelno': 'bn00281-0001', 'price': 22.94}","['wall chargers', 'mp3 player accessories', 'mp3 players accessories', 'universal fm cassette adapters', 'chargers']","['micro innovations', 'jwin', 'cellular innovations', 'gtmax', 'igo']"
1236,1236,xerox documate 3115 sheetfed adf color duplex mobile scanner and docking station with 600 dpi usb or ac powered xdm-3115m-wu,scanners,visioneer,xdm31155m-wu,294.03,"{'title': 'xerox documate 3115 sheetfed adf color duplex mobile scanner and docking station with 600 dpi usb or ac powered xdm-3115m-wu', 'category': 'scanners', 'brand': 'visioneer', 'modelno': 'xdm31155m-wu', 'price': 294.03}","['all-in-one printers', 'scanners', 'radio scanners', 'laser all-in-one printers', 'scanner accessories']","['micro innovations', 'xerox', 'visioneer', 'norazza inc.', 'planar systems']"
1240,1240,d-link systems powerline av 4-port switch starter kit dhp-347av,powerline network adapters,d-link,dhp-347av,117.2,"{'title': 'd-link systems powerline av 4-port switch starter kit dhp-347av', 'category': 'powerline network adapters', 'brand': 'd-link', 'modelno': 'dhp-347av', 'price': 117.2}","['hubs', 'usb network adapters', 'networking products', 'network adapters', 'powerline network adapters']","['tripp lite', 'd-link', 'tp-link', 'power-line', 'netgear']"
1246,1246,zotac amp geforce gtx 480 1536 mb graphics card 384-bit 756mhz 3800mhz zt-40102-10p,computers accessories,zotac,zt-40102-10p,479.99,"{'title': 'zotac amp geforce gtx 480 1536 mb graphics card 384-bit 756mhz 3800mhz zt-40102-10p', 'category': 'computers accessories', 'brand': 'zotac', 'modelno': 'zt-40102-10p', 'price': 479.99}","['video capture cards', 'graphics cards', 'computers accessories', 'internal sound cards', 'desktops']","['visiontek', 'sabrent', 'diamond multimedia', 'antec', 'zotac']"
1267,1267,xantech cplct coaxial-to-optical digital audio coupler,storage presentation materials,xantech,,42.6,"{'title': 'xantech cplct coaxial-to-optical digital audio coupler', 'category': 'storage presentation materials', 'brand': 'xantech', 'price': 42.6}","['changers', 'storage presentation materials', 'office electronics', 'audio video accessories', 'remote-control extenders']","['unknown', 'lorex', 'pioneer', 'xantech', 'cblwhl']"
1271,1271,wintec filemate 16 gb hd video class 6 secure digital sdhc card,memory cards,wintec,3fmsd16gbc6-r,25.99,"{'title': 'wintec filemate 16 gb hd video class 6 secure digital sdhc card', 'category': 'memory cards', 'brand': 'wintec', 'modelno': '3fmsd16gbc6-r', 'price': 25.99}","['external data storage', 'memory cards', 'memory card adapters', 'blank media', 'usb flash drives']","['wintec', 'emtec', 'sandisk', 'dane-elec', 'kingston']"
