,ltable_id,rtable_id,label,l_entity,r_entity
82,2841,274,0,"{'/productID': '[nixa2861062]', 'category': 'Jewelry', 'description': '  ""Nixon Shutter Ladies Quartz Watch - A2861062""@en A2861062 Watches""@en  ""Nixon Shutter Ladies Quar', 'title': '  ""Nixon Shutter Ladies Quartz Watch - A2861062""@en A2861062 Watches""@en  ""Nixon Shutter Ladies Quar', 'sku': {'title': '  ""Nixon Shutter Ladies Quartz Watch - A2861062""@en A2861062 Watches""@en  ""Nixon Shutter Ladies Quar', 'sku': ""['nixa2861062']""}}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': 0.0, 'description': '  ""TomTom Runner 2 Cardio+Music (Large) - Bleu""@fr "" Accessoires de running TomTom Bleu ""@fr'}"
84,6394,5668,1,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko SRP775K1 Prospex watch""  ""                                This divers Seiko SRP775K1 Prospe', 'title': 'Seiko SRP775K1 Prospex watch', 'brand': 'Seiko', 'color': 'silver', 'gender': 'Men', 'sku': '', 'diameter': ''}","{'title': ""Seiko Men's Prospex Diver Automatic Watch"", 'brand': 'Seiko', 'color': 'silver', 'gender': ""Men's"", 'sku': 'SRP775K1', 'diameter': '', 'description': '  "" Seiko Men\'s Prospex Diver Automatic Watch""@en ""Men\'s Watch (SRP775K1) - WATCH SHOP.com™""@en  ""Th'}"
85,4455,4709,1,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko Prospex Turtle Automatic 24 Jewels 200m Divers Black Dial Men\'s Watch SRP775K1 ""@en SRP775K', 'title': ""Seiko Prospex Turtle Automatic 24 Jewels 200m Divers Black Dial Men's Watch"", 'brand': 'Seiko', 'color': 'Black', 'gender': 'Men', 'sku': 'SRP775K1', 'diameter': ''}","{'title': 'Seiko SRP775K1 Prospex watch', 'brand': 'Seiko', 'color': 'silver', 'gender': 'Men', 'sku': '', 'diameter': '', 'description': '  ""Seiko SRP775K1 Prospex watch""  ""                                This divers Seiko SRP775K1 Prospe'}"
86,8408,4565,1,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko SRP775K1 Prospex watch""  ""                                This divers Seiko SRP775K1 Prospe', 'title': 'Seiko SRP775K1 Prospex watch', 'brand': 'Seiko', 'color': 'silver', 'gender': 'Men', 'sku': '', 'diameter': ''}","{'title': ""Seiko SRP775K1 Prospex Mar Diver's"", 'brand': 'Seiko', 'color': '200 m cal. 4R36', 'gender': 'Men', 'sku': 'SRP775K1', 'diameter': '', 'description': '  ""Seiko SRP775K1 Prospex Mar Diver\'s""@en ""Prospex Sea Seiko Automatic Diver\'s SRP775K1""@en  ""Seiko '}"
89,7148,843,0,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko SRP775K1 Prospex Mar Diver\'s""@en ""Prospex Sea Seiko Automatic Diver\'s SRP775K1""@en  ""Seiko ', 'title': ""Seiko SRP775K1 Prospex Mar Diver's"", 'brand': 'Seiko', 'color': 'silver', 'gender': 'Men', 'sku': 'SRP775K1', 'diameter': '20 Atm. / 200 meters'}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  "" DANİEL WELLİNGTON DW00100143 Kol Saati ""@tr ""Daniel Wellington En Ucuz Fiyat""@tr  ""Daniel Wellin'}"
90,8408,853,0,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko SRP775K1 Prospex watch""  ""                                This divers Seiko SRP775K1 Prospe', 'title': 'Seiko SRP775K1 Prospex watch', 'brand': 'Seiko', 'color': 'silver', 'gender': 'Men', 'sku': '', 'diameter': ''}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""RELOJ DANIEL WELLINGTON CLASSIC DURHAM""@es ""rellotges relojes watches dw daniel wellington tomas '}"
91,9164,4754,0,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko SRP775K1 Prospex watch""  ""                                This divers Seiko SRP775K1 Prospe', 'title': 'Seiko SRP775K1 Prospex watch', 'brand': 'Seiko', 'color': 'silver', 'gender': 'Men', 'sku': '', 'diameter': ''}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Diver Automatic Divers´ Watch""@en ""Seiko Diver Watch SKX007K1 nur € 279.00""@en'}"
92,6834,3566,0,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Prospex Diver´s Revival Automatikuhr""@de 00 €""@de ""Seiko Prospex Automatikuhr SRP775K1 nur 439  ""', 'title': '  ""Prospex Diver´s Revival Automatikuhr""@de 00 €""@de ""Seiko Prospex Automatikuhr SRP775K1 nur 439  ""', 'sku': {'title': '  ""Prospex Diver´s Revival Automatikuhr""@de 00 €""@de ""Seiko Prospex Automatikuhr SRP775K1 nur 439  ""', 'sku': ""['srp775k1', '1319srp775k1']""}}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Damen Daniel Wellington Winchester Rose 36mm Uhr DW00100033""@de'}"
93,1721,3585,0,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko SRP775K1 Prospex Mar Diver\'s""@en ""Prospex Sea Seiko Automatic Diver\'s SRP775K1""@en  ""Seiko ', 'title': ""Seiko SRP775K1 Prospex Mar Diver's"", 'brand': 'Seiko', 'color': 'silver', 'gender': 'Men', 'sku': 'SRP775K1', 'diameter': '20 Atm. / 200 meters'}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  "" ZIIIRO MERCURY CHROME OCEAN ""@fr-fr, TOKYOFLASH KISAI SPIDER... CELESTE COLORED SATURN MR JONES '}"
94,1721,4769,0,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko SRP775K1 Prospex Mar Diver\'s""@en ""Prospex Sea Seiko Automatic Diver\'s SRP775K1""@en  ""Seiko ', 'title': ""Seiko SRP775K1 Prospex Mar Diver's"", 'brand': 'Seiko', 'color': 'silver', 'gender': 'Men', 'sku': 'SRP775K1', 'diameter': '20 Atm. / 200 meters'}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Zegarek męski z chronografem Meister Chronoscope""@pl 00 €""@pl ""Junghans Zegarek Chronoscope nur 1'}"
95,7148,861,0,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko SRP775K1 Prospex Mar Diver\'s""@en ""Prospex Sea Seiko Automatic Diver\'s SRP775K1""@en  ""Seiko ', 'title': ""Seiko SRP775K1 Prospex Mar Diver's"", 'brand': 'Seiko', 'color': 'silver', 'gender': 'Men', 'sku': 'SRP775K1', 'diameter': '20 Atm. / 200 meters'}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  "" Seiko Men\'s Sportura GMT Kinetic Watch""@en ""Men\'s Watch (SUN015P1) - WATCH SHOP.com™""@en  ""This '}"
96,473,4728,0,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko Prospex Turtle Automatic 24 Jewels 200m Divers Black Dial Men\'s Watch SRP775K1 ""@en SRP775K', 'title': ""Seiko Prospex Turtle Automatic 24 Jewels 200m Divers Black Dial Men's Watch"", 'brand': 'Seiko', 'color': 'Black', 'gender': 'Men', 'sku': 'SRP775K1', 'diameter': ''}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Tissot T-Touch T013.420.47.202.00"" ""T013.420.47.202.00 Tissot Black Dial Mens Titanium Quartz Wat'}"
97,8408,420,0,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Seiko SRP775K1 Prospex watch""  ""                                This divers Seiko SRP775K1 Prospe', 'title': 'Seiko SRP775K1 Prospex watch', 'brand': 'Seiko', 'color': 'silver', 'gender': 'Men', 'sku': '', 'diameter': ''}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Seiko Automatik SRP777 / SRP777K1 Turtle""@de  ""    Seiko Turtle Automatikuhr SRP777 Triple Seven '}"
98,6834,419,0,"{'/productID': '[srp775k1]', '/sku': '[srp775k1]', '/mpn': '[srp775k1]', 'category': 'Jewelry', 'description': '  ""Prospex Diver´s Revival Automatikuhr""@de 00 €""@de ""Seiko Prospex Automatikuhr SRP775K1 nur 439  ""', 'title': '  ""Prospex Diver´s Revival Automatikuhr""@de 00 €""@de ""Seiko Prospex Automatikuhr SRP775K1 nur 439  ""', 'sku': {'title': '  ""Prospex Diver´s Revival Automatikuhr""@de 00 €""@de ""Seiko Prospex Automatikuhr SRP775K1 nur 439  ""', 'sku': ""['srp775k1', '1319srp775k1']""}}","{'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""RELOJ DANIEL WELLINGTON CLASSIC DURHAM""@es ""rellotges relojes watches dw daniel wellington tomas '}"
99,6625,7210,1,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  "" Seiko Men\'s Automatic Watch""@en ""Men\'s Watch (SSA231K1) - WATCH SHOP.com™""@en  ""This attractive ', 'title': ""Seiko Men's Automatic Watch"", 'brand': 'Seiko', 'color': 'Brown', 'gender': 'Men', 'sku': 'SSA231K1', 'diameter': ''}","{'title': ""Seiko Men's Automatic Watch"", 'brand': 'Seiko', 'color': 'Brown', 'gender': 'Men', 'sku': 'SSA231K1', 'diameter': '', 'description': '  "" Seiko Men\'s Automatic Watch""@en ""Men\'s Watch (SSA231K1) - WATCH SHOP.com™""@en  ""This attractive '}"
100,3688,6977,1,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': {'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': ""['ssa231k1', '1320ssa231k1']""}}","{'title': 'SSA231K1 Seiko Neo Classic', 'brand': 'Seiko', 'color': 'lime', 'gender': 'unisex', 'sku': '4R39', 'diameter': '', 'description': '  ""SSA231K1 Seiko Neo Classic""@en ""Watch Classic SSA231K1 lime. 4R39. watches sale online in barcelo'}"
101,4660,1707,1,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""SSA231K1 Seiko Neo Classic""@en ""Watch Classic SSA231K1 lime. 4R39. watches sale online in barcelo', 'title': 'SSA231K1 Seiko Neo Classic', 'brand': 'Seiko', 'color': 'lime', 'gender': 'unisex', 'sku': '4R39', 'diameter': ''}","{'title': 'SSA231K1 Seiko Neo Classic', 'brand': 'Seiko', 'color': 'lime', 'gender': 'unisex', 'sku': '4R39', 'diameter': '', 'description': '  ""SSA231K1 Seiko Neo Classic""@en ""Watch Classic SSA231K1 lime. 4R39. watches sale online in barcelo'}"
102,7141,3323,1,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""SSA231K1 Seiko Neo Classic""@en ""Watch Classic SSA231K1 lime. 4R39. watches sale online in barcelo', 'title': 'SSA231K1 Seiko Neo Classic', 'brand': 'Seiko', 'color': 'lime', 'gender': 'unisex', 'sku': '4R39', 'diameter': ''}","{'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': {'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': ""['ssa231k1', '1320ssa231k1']""}, 'description': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320'}"
103,8394,5618,1,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""SSA231K1 Seiko Neo Classic""@en ""Watch Classic SSA231K1 lime. 4R39. watches sale online in barcelo', 'title': 'SSA231K1 Seiko Neo Classic', 'brand': 'Seiko', 'color': 'lime', 'gender': 'unisex', 'sku': '4R39', 'diameter': ''}","{'title': 'Seiko SSA231K1 Neo Classic', 'brand': 'Seiko', 'color': '', 'gender': ""Men's"", 'sku': 'SSA231K1', 'diameter': '', 'description': '  ""Seiko SSA231K1 Neo Classic""@es ""Reloj Seiko Classic cal. 4R39. Relojes en barcelona venta online""'}"
104,7294,714,0,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': {'title': '  ""Herrenuhr Automatik""@de ""Seiko Herrenuhr Automatik SSA231K1 nur 349 00 €""@de  "" Artikel-Nr.: 1320', 'sku': ""['ssa231k1', '1320ssa231k1']""}}","{'title': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""', 'sku': {'title': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""', 'sku': nan}, 'description': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""'}"
105,3461,6613,0,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""SSA231K1 Seiko Neo Classic""@en ""Watch Classic SSA231K1 lime. 4R39. watches sale online in barcelo', 'title': 'SSA231K1 Seiko Neo Classic', 'brand': 'Seiko', 'color': 'lime', 'gender': 'unisex', 'sku': '4R39', 'diameter': ''}","{'title': 'MW21A01B0966_MS18EV246710', 'brand': 'Michele', 'color': 'Gold plated', 'gender': 'Ladies', 'sku': 'MW21A01B0966_MS18EV246710', 'diameter': 'N/A', 'description': '  ""Michele Serein Watch MW21A01B0966_MS18EV246710"" ""Shop Michele MWW21A000001 Watches | Costello Jew'}"
106,5929,810,0,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""Zegarek męski Automatyczny""@pl 00 €""@pl ""Seiko Zegarek Automatyczny SSA231K1 nur 349', 'title': 'Zegarek męski Automatyczny', 'brand': 'Seiko', 'color': '', 'gender': 'męski', 'sku': 'SSA231K1', 'diameter': '349'}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond'}"
107,3168,3086,0,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""Zegarek męski Automatyczny""@pl 00 €""@pl ""Seiko Zegarek Automatyczny SSA231K1 nur 349', 'title': 'Zegarek męski Automatyczny', 'brand': 'Seiko', 'color': '', 'gender': 'męski', 'sku': 'SSA231K1', 'diameter': '349'}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Roadster Series Men\'s Watch W62025V3""   ""See a beautiful diamond watch o'}"
108,4709,6429,0,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""Seiko SSA231K1 Neo Classic""@es ""Reloj Seiko Classic cal. 4R39. Relojes en barcelona venta online""', 'title': 'Seiko SSA231K1 Neo Classic', 'brand': 'Seiko', 'color': '', 'gender': ""Men's"", 'sku': 'SSA231K1', 'diameter': ''}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond'}"
110,5294,4783,0,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""Seiko SSA231K1 Neo Classic""@es ""Reloj Seiko Classic cal. 4R39. Relojes en barcelona venta online""', 'title': 'Seiko SSA231K1 Neo Classic', 'brand': 'Seiko', 'color': '', 'gender': ""Men's"", 'sku': 'SSA231K1', 'diameter': ''}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W51028Q3""   ""See a beautiful diamond'}"
111,1707,1595,0,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""SSA231K1 Seiko Neo Classic""@en ""Watch Classic SSA231K1 lime. 4R39. watches sale online in barcelo', 'title': 'SSA231K1 Seiko Neo Classic', 'brand': 'Seiko', 'color': 'lime', 'gender': 'unisex', 'sku': '4R39', 'diameter': ''}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond'}"
113,5554,5263,0,"{'/productID': '[ssa231k1]', 'category': 'Jewelry', 'description': '  ""Zegarek męski Automatyczny""@pl 00 €""@pl ""Seiko Zegarek Automatyczny SSA231K1 nur 349', 'title': 'Zegarek męski Automatyczny', 'brand': 'Seiko', 'color': '', 'gender': 'męski', 'sku': 'SSA231K1', 'diameter': '349'}","{'description': '  IL ""@en-US "" Online Store | Distinctive Gold Jewelry in Frankfort', 'title': '', 'brand': '', 'color': '', 'gender': '', 'sku': '', 'diameter': ''}"
114,7306,8049,1,"{'/productID': '[12310356002001]', 'category': 'Jewelry', 'description': '  ""Omega Constellation ""@en 123.10.35.60.02.001 Men\'s Watch - The Prime Watches.""@en  "" 123.10.35.60', 'title': 'Omega Constellation', 'brand': 'Omega', 'color': 'Silver-colored', 'gender': ""Men's"", 'sku': '123.10.35.60.02.001', 'diameter': ''}","{'title': 'Omega Constellation Watch 123.10.35.60.02.001', 'brand': 'Watch Finder', 'description': '  ""Omega Constellation Watch 123.10.35.60.02.001"" ""Watch Finder""'}"
115,5281,5872,1,"{'/productID': '[12310356002001]', 'category': 'Jewelry', 'description': '  ""Omega Constellation Watch 123.10.35.60.02.001"" ""Watch Finder""', 'title': 'Omega Constellation Watch 123.10.35.60.02.001', 'brand': 'Watch Finder'}","{'title': 'Omega Constellation', 'brand': 'Omega', 'color': 'Silver-colored', 'gender': ""Men's"", 'sku': '123.10.35.60.02.001', 'diameter': '', 'description': '  ""Omega Constellation ""@en 123.10.35.60.02.001 Men\'s Watch - The Prime Watches.""@en  "" 123.10.35.60'}"
116,7195,2924,1,"{'/productID': '[12310356002001]', 'category': 'Jewelry', 'description': '  ""Omega Constellation Watch 123.10.35.60.02.001"" ""Watch Finder""', 'title': 'Omega Constellation Watch 123.10.35.60.02.001', 'brand': 'Watch Finder'}","{'title': 'Omega Constellation 123.10.35.60.02.001', 'brand': 'Omega', 'color': 'Silver-colored', 'gender': 'Unknown', 'sku': '123.10.35.60.02.001', 'diameter': 'Unknown', 'description': '  ""Omega Constellation 123.10.35.60.02.001"" 123.10.35.60.02.001 Watch | Watchfinder & Co.""  ""This Om'}"
117,1971,7877,1,"{'/productID': '[12310356002001]', 'category': 'Jewelry', 'description': '  ""Omega Constellation Watch 123.10.35.60.02.001"" ""Watch Finder""', 'title': 'Omega Constellation Watch 123.10.35.60.02.001', 'brand': 'Watch Finder'}","{'title': '  ""Omega Constellation 123.10.35.60.02.001""  "" It’s model number is 123.10.35.60.02.001, and the ban', 'sku': {'title': 'The Crew All Black', 'brand': 'Nixon', 'color': 'All Black', 'gender': '', 'sku': 'The Black A1186-001', 'diameter': '€ 199.00'}, 'description': '  ""Omega Constellation 123.10.35.60.02.001""  "" It’s model number is 123.10.35.60.02.001, and the ban'}"
118,7195,671,1,"{'/productID': '[12310356002001]', 'category': 'Jewelry', 'description': '  ""Omega Constellation Watch 123.10.35.60.02.001"" ""Watch Finder""', 'title': 'Omega Constellation Watch 123.10.35.60.02.001', 'brand': 'Watch Finder'}","{'title': 'Omega Constellation Watch 123.10.35.60.02.001', 'brand': 'Watch Finder', 'description': '  ""Omega Constellation Watch 123.10.35.60.02.001"" ""Watch Finder""'}"
119,9,3542,0,"{'/productID': '[12310356002001]', 'category': 'Jewelry', 'description': '  ""Omega Constellation ""@en 123.10.35.60.02.001 Men\'s Watch - The Prime Watches.""@en  "" 123.10.35.60', 'title': 'Omega Constellation', 'brand': 'Omega', 'color': 'Silver-colored', 'gender': ""Men's"", 'sku': '123.10.35.60.02.001', 'diameter': ''}","{'title': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""', 'sku': {'title': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""', 'sku': nan}, 'description': '  ""Michele Serein Diamond Gold Watch"" ""Dynamic Filter""'}"
120,8819,8965,0,"{'/productID': '[12310356002001]', 'category': 'Jewelry', 'description': '  ""Omega Constellation Watch 123.10.35.60.02.001"" ""Watch Finder""', 'title': 'Omega Constellation Watch 123.10.35.60.02.001', 'brand': 'Watch Finder'}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond'}"
121,9,3086,0,"{'/productID': '[12310356002001]', 'category': 'Jewelry', 'description': '  ""Omega Constellation ""@en 123.10.35.60.02.001 Men\'s Watch - The Prime Watches.""@en  "" 123.10.35.60', 'title': 'Omega Constellation', 'brand': 'Omega', 'color': 'Silver-colored', 'gender': ""Men's"", 'sku': '123.10.35.60.02.001', 'diameter': ''}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Roadster Series Men\'s Watch W62025V3""   ""See a beautiful diamond watch o'}"
124,2810,1595,0,"{'/productID': '[12310356002001]', 'category': 'Jewelry', 'description': '  ""Omega Constellation 123.10.35.60.02.001"" 123.10.35.60.02.001 Watch | Watchfinder & Co.""  ""This Om', 'title': 'Omega Constellation 123.10.35.60.02.001', 'brand': 'Omega', 'color': 'Silver-colored', 'gender': 'Unknown', 'sku': '123.10.35.60.02.001', 'diameter': 'Unknown'}","{'title': 'Cartier', 'brand': 'Cartier', 'color': '', 'gender': '', 'sku': '', 'diameter': '', 'description': '  ""Cartier"" ""CartierCartier Tank Francaise Series Women\'s Watch W50002N2""   ""See a beautiful diamond'}"
